x,u
4.12177,-0.393255
4.12805,-0.392122
4.13434,-0.390989
4.14062,-0.389856
4.1469,-0.388722
4.15319,-0.387589
4.15947,-0.386455
4.16575,-0.385322
4.17204,-0.384188
4.17832,-0.383055
4.1846,-0.381921
4.19088,-0.380787
4.19717,-0.379653
4.20345,-0.378519
4.20973,-0.377385
4.21602,-0.37625
4.2223,-0.375116
4.22858,-0.373981
4.23487,-0.372847
4.24115,-0.371712
4.24743,-0.370578
4.25372,-0.369443
4.26,-0.368308
4.26628,-0.367173
4.27257,-0.366038
4.27885,-0.364902
4.28513,-0.363768
4.29142,-0.362632
4.2977,-0.361497
4.30398,-0.360361
4.31027,-0.359226
4.31655,-0.35809
4.32283,-0.356954
4.32911,-0.355819
4.3354,-0.354683
4.34168,-0.353547
4.34796,-0.352411
4.35425,-0.351274
4.36053,-0.350138
4.36681,-0.349002
4.3731,-0.347866
4.37938,-0.346729
4.38566,-0.345593
4.39195,-0.344456
4.39823,-0.343319
4.40451,-0.342183
4.4108,-0.341046
4.41708,-0.339909
4.42336,-0.338772
4.42965,-0.337635
4.43593,-0.336498
4.44221,-0.335361
4.4485,-0.334223
4.45478,-0.333086
4.46106,-0.331948
4.46734,-0.330811
4.47363,-0.329673
4.47991,-0.328536
4.48619,-0.327398
4.49248,-0.32626
4.49876,-0.325122
4.50504,-0.323984
4.51133,-0.322846
4.51761,-0.321708
4.52389,-0.32057
4.53018,-0.319432
4.53646,-0.318293
4.54274,-0.317155
4.54903,-0.316016
4.55531,-0.314878
4.56159,-0.313739
4.56788,-0.312601
4.57416,-0.311462
4.58044,-0.310323
4.58673,-0.309184
4.59301,-0.308045
4.59929,-0.306906
4.60558,-0.305767
4.61186,-0.304628
4.61814,-0.303489
4.62442,-0.302349
4.63071,-0.30121
4.63699,-0.300071
4.64327,-0.298931
4.64956,-0.297792
4.65584,-0.296652
4.66212,-0.295512
4.66841,-0.294373
4.67469,-0.293233
4.68097,-0.292093
4.68726,-0.290953
4.69354,-0.289813
4.69982,-0.288673
4.70611,-0.287533
4.71239,-0.286392
4.71867,-0.285252
4.72496,-0.284112
4.73124,-0.282972
4.73752,-0.281831
4.7438,-0.28069
4.75009,-0.27955
4.75637,-0.278409
4.76265,-0.277269
4.76894,-0.276128
4.77522,-0.274987
4.7815,-0.273846
4.78779,-0.272705
4.79407,-0.271564
4.80035,-0.270423
4.80664,-0.269282
4.81292,-0.268141
4.8192,-0.267
4.82549,-0.265859
4.83177,-0.264717
4.83805,-0.263576
4.84434,-0.262434
4.85062,-0.261293
4.8569,-0.260151
4.86319,-0.25901
4.86947,-0.257868
4.87575,-0.256726
4.88204,-0.255584
4.88832,-0.254442
4.8946,-0.2533
4.90088,-0.252158
4.90717,-0.251016
4.91345,-0.249874
4.91973,-0.248732
4.92602,-0.24759
4.9323,-0.246448
4.93858,-0.245306
4.94487,-0.244163
4.95115,-0.243021
4.95743,-0.241878
4.96372,-0.240736
4.97,-0.239593
4.97628,-0.238451
4.98257,-0.237308
4.98885,-0.236165
4.99513,-0.235023
5.00142,-0.23388
5.0077,-0.232737
5.01398,-0.231594
5.02027,-0.230451
5.02655,-0.229308
5.03283,-0.228165
5.03911,-0.227022
5.0454,-0.225879
5.05168,-0.224736
5.05796,-0.223592
5.06425,-0.222449
5.07053,-0.221306
5.07681,-0.220162
5.0831,-0.219019
5.08938,-0.217875
5.09566,-0.216732
5.10195,-0.215588
5.10823,-0.214445
5.11451,-0.213301
5.1208,-0.212157
5.12708,-0.211013
5.13336,-0.20987
5.13965,-0.208726
5.14593,-0.207582
5.15221,-0.206438
5.1585,-0.205294
5.16478,-0.20415
5.17106,-0.203006
5.17734,-0.201862
5.18363,-0.200717
5.18991,-0.199573
5.19619,-0.198429
5.20248,-0.197285
5.20876,-0.19614
5.21504,-0.194996
5.22133,-0.193852
5.22761,-0.192707
5.23389,-0.191562
5.24018,-0.190418
5.24646,-0.189273
5.25274,-0.188129
5.25903,-0.186984
5.26531,-0.185839
5.27159,-0.184694
5.27788,-0.18355
5.28416,-0.182405
5.29044,-0.18126
5.29673,-0.180115
5.30301,-0.17897
5.30929,-0.177825
5.31558,-0.17668
5.32186,-0.175535
5.32814,-0.17439
5.33442,-0.173244
5.34071,-0.172099
5.34699,-0.170954
5.35327,-0.169809
5.35956,-0.168663
5.36584,-0.167518
5.37212,-0.166373
5.37841,-0.165227
5.38469,-0.164082
5.39097,-0.162936
5.39726,-0.161791
5.40354,-0.160645
5.40982,-0.159499
5.41611,-0.158354
5.42239,-0.157208
5.42867,-0.156062
5.43496,-0.154917
5.44124,-0.153771
5.44752,-0.152625
5.4538,-0.151479
5.46009,-0.150333
5.46637,-0.149187
5.47265,-0.148041
5.47894,-0.146895
5.48522,-0.145749
5.4915,-0.144603
5.49779,-0.143457
5.50407,-0.142311
5.51035,-0.141165
5.51664,-0.140019
5.52292,-0.138873
5.5292,-0.137727
5.53549,-0.13658
5.54177,-0.135434
5.54805,-0.134287
5.55434,-0.133141
5.56062,-0.131994
5.5669,-0.130848
5.57319,-0.129701
5.57947,-0.128555
5.58575,-0.127409
5.59203,-0.126262
5.59832,-0.125115
5.6046,-0.123969
5.61088,-0.122822
5.61717,-0.121675
5.62345,-0.120529
5.62973,-0.119382
5.63602,-0.118235
5.6423,-0.117088
5.64858,-0.115942
5.65487,-0.114794
5.66115,-0.113648
5.66743,-0.112501
5.67372,-0.111354
5.68,-0.110207
5.68628,-0.10906
5.69257,-0.107913
5.69885,-0.106766
5.70513,-0.105619
5.71142,-0.104472
5.7177,-0.103324
5.72398,-0.102177
5.73027,-0.10103
5.73655,-0.0998829
5.74283,-0.0987358
5.74911,-0.0975882
5.7554,-0.0964412
5.76168,-0.0952939
5.76796,-0.0941464
5.77425,-0.0929992
5.78053,-0.0918515
5.78681,-0.0907042
5.7931,-0.0895568
5.79938,-0.0884096
5.80566,-0.0872622
5.81195,-0.0861143
5.81823,-0.0849669
5.82451,-0.0838194
5.8308,-0.0826719
5.83708,-0.081524
5.84336,-0.0803765
5.84965,-0.0792289
5.85593,-0.0780815
5.86221,-0.0769337
5.86849,-0.0757858
5.87478,-0.0746381
5.88106,-0.0734904
5.88734,-0.0723428
5.89363,-0.0711951
5.89991,-0.070047
5.90619,-0.0688992
5.91248,-0.0677515
5.91876,-0.0666037
5.92504,-0.0654559
5.93133,-0.0643076
5.93761,-0.0631598
5.94389,-0.0620119
5.95018,-0.060864
5.95646,-0.0597162
5.96274,-0.0585678
5.96903,-0.0574199
5.97531,-0.056272
5.98159,-0.055124
5.98788,-0.053976
5.99416,-0.0528275
6.00044,-0.0516795
6.00673,-0.0505315
6.01301,-0.0493833
6.01929,-0.0482353
6.02557,-0.0470868
6.03186,-0.0459388
6.03814,-0.0447906
6.04442,-0.0436424
6.05071,-0.0424943
6.05699,-0.0413457
6.06327,-0.0401975
6.06956,-0.0390493
6.07584,-0.0379012
6.08212,-0.0367525
6.08841,-0.0356043
6.09469,-0.034456
6.10097,-0.0333077
6.10726,-0.0321594
6.11354,-0.0310107
6.11982,-0.0298624
6.12611,-0.0287141
6.13239,-0.0275657
6.13867,-0.0264173
6.14496,-0.0252686
6.15124,-0.0241202
6.15752,-0.0229718
6.16381,-0.0218234
6.17009,-0.0206749
6.17637,-0.0195261
6.18265,-0.0183777
6.18894,-0.0172292
6.19522,-0.0160807
6.2015,-0.0149322
6.20779,-0.0137834
6.21407,-0.0126349
6.22035,-0.0114863
6.22664,-0.0103378
6.23292,-0.00918927
6.2392,-0.00804033
6.24549,-0.00689178
6.25177,-0.00574319
6.25805,-0.00459459
6.26434,-0.00344601
6.27062,-0.00229703
6.2769,-0.00114845
6.28319,1.74846e-07
0,0
0.00628319,0.000896626
0.0125664,0.00173
0.0188496,0.00256815
0.0251327,0.00340718
0.0314159,0.00424562
0.0376991,0.00508317
0.0439823,0.00591996
0.0502655,0.00675627
0.0565487,0.00759234
0.0628319,0.00842834
0.069115,0.00926438
0.0753982,0.0101005
0.0816814,0.0109367
0.0879646,0.011773
0.0942478,0.0126093
0.100531,0.0134456
0.106814,0.014282
0.113097,0.0151183
0.119381,0.0159546
0.125664,0.0167909
0.131947,0.0176271
0.13823,0.0184634
0.144513,0.0192996
0.150796,0.0201358
0.15708,0.020972
0.163363,0.0218082
0.169646,0.0226443
0.175929,0.0234804
0.182212,0.0243166
0.188496,0.0251527
0.194779,0.0259888
0.201062,0.0268249
0.207345,0.027661
0.213628,0.028497
0.219911,0.0293331
0.226195,0.0301691
0.232478,0.0310052
0.238761,0.0318412
0.245044,0.0326772
0.251327,0.0335132
0.257611,0.0343492
0.263894,0.0351851
0.270177,0.0360211
0.27646,0.0368571
0.282743,0.0376929
0.289027,0.0385288
0.29531,0.0393648
0.301593,0.0402007
0.307876,0.0410366
0.314159,0.0418724
0.320442,0.0427083
0.326726,0.0435441
0.333009,0.0443799
0.339292,0.0452158
0.345575,0.0460516
0.351858,0.0468873
0.358142,0.0477231
0.364425,0.0485588
0.370708,0.0493946
0.376991,0.0502304
0.383274,0.051066
0.389558,0.0519018
0.395841,0.0527375
0.402124,0.0535732
0.408407,0.0544088
0.41469,0.0552445
0.420973,0.0560802
0.427257,0.0569158
0.43354,0.0577513
0.439823,0.058587
0.446106,0.0594226
0.452389,0.0602582
0.458673,0.0610938
0.464956,0.0619293
0.471239,0.0627648
0.477522,0.0636004
0.483805,0.064436
0.490088,0.0652714
0.496372,0.066107
0.502655,0.0669423
0.508938,0.0677779
0.515221,0.0686134
0.521504,0.0694487
0.527788,0.0702842
0.534071,0.0711197
0.540354,0.071955
0.546637,0.0727905
0.55292,0.0736258
0.559204,0.0744611
0.565487,0.0752966
0.57177,0.0761319
0.578053,0.0769672
0.584336,0.0778025
0.590619,0.0786378
0.596903,0.0794732
0.603186,0.0803085
0.609469,0.0811437
0.615752,0.0819789
0.622035,0.0828142
0.628319,0.0836493
0.634602,0.0844847
0.640885,0.0853198
0.647168,0.0861551
0.653451,0.0869901
0.659734,0.0878254
0.666018,0.0886605
0.672301,0.0894957
0.678584,0.0903308
0.684867,0.091166
0.69115,0.092001
0.697434,0.0928361
0.703717,0.0936713
0.71,0.0945062
0.716283,0.0953414
0.722566,0.0961764
0.72885,0.0970114
0.735133,0.0978464
0.741416,0.0986815
0.747699,0.0995164
0.753982,0.100351
0.760265,0.101187
0.766549,0.102021
0.772832,0.102856
0.779115,0.103691
0.785398,0.104526
0.791681,0.105361
0.797965,0.106196
0.804248,0.107031
0.810531,0.107866
0.816814,0.108701
0.823097,0.109536
0.82938,0.11037
0.835664,0.111205
0.841947,0.11204
0.84823,0.112875
0.854513,0.11371
0.860796,0.114544
0.86708,0.115379
0.873363,0.116214
0.879646,0.117049
0.885929,0.117883
0.892212,0.118718
0.898495,0.119553
0.904779,0.120387
0.911062,0.121222
0.917345,0.122057
0.923628,0.122891
0.929911,0.123726
0.936195,0.124561
0.942478,0.125395
0.948761,0.12623
0.955044,0.127065
0.961327,0.127899
0.967611,0.128734
0.973894,0.129568
0.980177,0.130403
0.98646,0.131237
0.992743,0.132072
0.999026,0.132906
1.00531,0.133741
1.01159,0.134575
1.01788,0.13541
1.02416,0.136244
1.03044,0.137079
1.03673,0.137913
1.04301,0.138747
1.04929,0.139582
1.05558,0.140417
1.06186,0.141251
1.06814,0.142085
1.07442,0.14292
1.08071,0.143754
1.08699,0.144588
1.09327,0.145423
1.09956,0.146257
1.10584,0.147091
1.11212,0.147925
1.11841,0.14876
1.12469,0.149594
1.13097,0.150428
1.13726,0.151263
1.14354,0.152097
1.14982,0.152931
1.15611,0.153765
1.16239,0.154599
1.16867,0.155434
1.17496,0.156268
1.18124,0.157102
1.18752,0.157936
1.19381,0.15877
1.20009,0.159605
1.20637,0.160438
1.21265,0.161273
1.21894,0.162106
1.22522,0.162941
1.2315,0.163775
1.23779,0.164609
1.24407,0.165443
1.25035,0.166277
1.25664,0.167111
1.26292,0.167945
1.2692,0.168779
1.27549,0.169613
1.28177,0.170447
1.28805,0.171281
1.29434,0.172115
1.30062,0.172949
1.3069,0.173782
1.31319,0.174616
1.31947,0.17545
1.32575,0.176284
1.33204,0.177118
1.33832,0.177952
1.3446,0.178786
1.35088,0.179619
1.35717,0.180453
1.36345,0.181287
1.36973,0.182121
1.37602,0.182955
1.3823,0.183788
1.38858,0.184622
1.39487,0.185456
1.40115,0.186289
1.40743,0.187123
1.41372,0.187957
1.42,0.18879
1.42628,0.189624
1.43257,0.190458
1.43885,0.191292
1.44513,0.192125
1.45142,0.192959
1.4577,0.193792
1.46398,0.194626
1.47027,0.195459
1.47655,0.196293
1.48283,0.197127
1.48911,0.19796
1.4954,0.198794
1.50168,0.199627
1.50796,0.20046
1.51425,0.201294
1.52053,0.202127
1.52681,0.202961
1.5331,0.203794
1.53938,0.204628
1.54566,0.205461
1.55195,0.206294
1.55823,0.207128
1.56451,0.207961
1.5708,0.208794
1.57708,0.209628
1.58336,0.210461
1.58965,0.211294
1.59593,0.212127
1.60221,0.212961
1.6085,0.213794
1.61478,0.214627
1.62106,0.21546
1.62735,0.216294
1.63363,0.217127
1.63991,0.21796
1.64619,0.218793
1.65248,0.219626
1.65876,0.220459
1.66504,0.221292
1.67133,0.222126
1.67761,0.222959
1.68389,0.223792
1.69018,0.224625
1.69646,0.225458
1.70274,0.226291
1.70903,0.227124
1.71531,0.227957
1.72159,0.22879
1.72788,0.229623
1.73416,0.230456
1.74044,0.231288
1.74673,0.232122
1.75301,0.232955
1.75929,0.233787
1.76558,0.23462
1.77186,0.235453
1.77814,0.236286
1.78442,0.237119
1.79071,0.237951
1.79699,0.238784
1.80327,0.239617
1.80956,0.24045
1.81584,0.241282
1.82212,0.242115
1.82841,0.242948
1.83469,0.243781
1.84097,0.244613
1.84726,0.245446
1.85354,0.246278
1.85982,0.247111
1.86611,0.247943
1.87239,0.248776
1.87867,0.249609
1.88496,0.250441
1.89124,0.251274
1.89752,0.252106
1.90381,0.252939
1.91009,0.253771
1.91637,0.254604
1.92265,0.255436
1.92894,0.256269
1.93522,0.257101
1.9415,0.257933
1.94779,0.258766
1.95407,0.259598
1.96035,0.260431
1.96664,0.261262
1.97292,0.262095
1.9792,0.262927
1.98549,0.263759
1.99177,0.264592
1.99805,0.265424
2.00434,0.266256
2.01062,0.267088
2.0169,0.26792
2.02319,0.268753
2.02947,0.269585
2.03575,0.270417
2.04204,0.271249
2.04832,0.272081
2.0546,0.272913
2.06088,0.273745
2.06717,0.274577
2.07345,0.275409
2.07973,0.276241
2.08602,0.277073
2.0923,0.277905
2.09858,0.278737
2.10487,0.279568
2.11115,0.2804
2.11743,0.281232
2.12372,0.282064
2.13,0.282896
2.13628,0.283727
2.14257,0.284559
2.14885,0.285391
2.15513,0.286223
2.16142,0.287055
2.1677,0.287886
2.17398,0.288718
2.18027,0.289549
2.18655,0.290381
2.19283,0.291213
2.19911,0.292044
2.2054,0.292876
2.21168,0.293707
2.21796,0.294539
2.22425,0.29537
2.23053,0.296201
2.23681,0.297033
2.2431,0.297864
2.24938,0.298696
2.25566,0.299527
2.26195,0.300358
2.26823,0.30119
2.27451,0.302021
2.2808,0.302852
2.28708,0.303683
2.29336,0.304514
2.29965,0.305346
2.30593,0.306177
2.31221,0.307008
2.3185,0.307839
2.32478,0.30867
2.33106,0.309501
2.33734,0.310332
2.34363,0.311163
2.34991,0.311994
2.35619,0.312825
2.36248,0.313655
2.36876,0.314486
2.37504,0.315317
2.38133,0.316148
2.38761,0.316978
2.39389,0.317809
2.40018,0.31864
2.40646,0.31947
2.41274,0.320301
2.41903,0.321131
2.42531,0.321961
2.43159,0.322791
2.43788,0.323622
2.44416,0.324452
2.45044,0.325281
2.45673,0.326112
2.46301,0.326941
2.46929,0.327771
2.47557,0.3286
2.48186,0.32943
2.48814,0.330259
2.49442,0.331088
2.50071,0.331917
2.50699,0.332745
2.51327,0.333574
2.51956,0.334402
2.52584,0.33523
2.53212,0.336058
2.53841,0.336885
2.54469,0.337712
2.55097,0.338539
2.55726,0.339365
2.56354,0.34019
2.56982,0.341015
2.57611,0.34184
2.58239,0.342664
2.58867,0.343487
2.59496,0.344309
2.60124,0.34513
2.60752,0.34595
2.61381,0.34677
2.62009,0.347588
2.62637,0.348404
2.63265,0.349219
2.63894,0.350033
2.64522,0.350844
2.6515,0.351653
2.65779,0.35246
2.66407,0.353264
2.67035,0.354066
2.67664,0.354864
2.68292,0.355659
2.6892,0.35645
2.69549,0.357236
2.70177,0.358017
2.70805,0.358793
2.71434,0.359563
2.72062,0.360326
2.7269,0.361081
2.73319,0.361829
2.73947,0.362566
2.74575,0.363294
2.75204,0.364009
2.75832,0.364713
2.7646,0.365401
2.77088,0.366074
2.77717,0.36673
2.78345,0.367365
2.78973,0.367979
2.79602,0.368569
2.8023,0.369131
2.80858,0.369664
2.81487,0.370164
2.82115,0.370626
2.82743,0.371047
2.83372,0.371423
2.84,0.371748
2.84628,0.372017
2.85257,0.372223
2.85885,0.37236
2.86513,0.37242
2.87142,0.372395
2.8777,0.372275
2.88398,0.372051
2.89027,0.37171
2.89655,0.371242
2.90283,0.370631
2.90911,0.369864
2.9154,0.368924
2.92168,0.367792
2.92796,0.36645
2.93425,0.364875
2.94053,0.363046
2.94681,0.360936
2.9531,0.358518
2.95938,0.355763
2.96566,0.352639
2.97195,0.349112
2.97823,0.345148
2.98451,0.340707
2.9908,0.335752
2.99708,0.330239
3.00336,0.324129
3.00965,0.317379
3.01593,0.309946
3.02221,0.301788
3.0285,0.292866
3.03478,0.283139
3.04106,0.272573
3.04734,0.261134
3.05363,0.248793
3.05991,0.235531
3.06619,0.221333
3.07248,0.206196
3.07876,0.190132
3.08504,0.173167
3.09133,0.155346
3.09761,0.136731
3.10389,0.117398
3.11018,0.0974329
3.11646,0.0769293
3.12274,0.0559854
3.12903,0.0347066
3.13531,0.0132066
3.14159,-0.00838819
3.14788,-0.0299422
3.15416,-0.0513164
3.16044,-0.0723769
3.16673,-0.0930042
3.17301,-0.113095
3.17929,-0.132564
3.18558,-0.151334
3.19186,-0.169338
3.19814,-0.186517
3.20442,-0.20282
3.21071,-0.218211
3.21699,-0.232667
3.22327,-0.246182
3.22956,-0.258766
3.23584,-0.270435
3.24212,-0.281221
3.24841,-0.291154
3.25469,-0.300273
3.26097,-0.308618
3.26726,-0.31623
3.27354,-0.323151
3.27982,-0.329423
3.28611,-0.335088
3.29239,-0.340187
3.29867,-0.344762
3.30496,-0.34885
3.31124,-0.352491
3.31752,-0.35572
3.32381,-0.358571
3.33009,-0.361077
3.33637,-0.363266
3.34265,-0.365169
3.34894,-0.366809
3.35522,-0.368212
3.3615,-0.369398
3.36779,-0.370388
3.37407,-0.3712
3.38035,-0.371852
3.38664,-0.372357
3.39292,-0.372731
3.3992,-0.372986
3.40549,-0.373133
3.41177,-0.373183
3.41805,-0.373145
3.42434,-0.373029
3.43062,-0.372841
3.4369,-0.372588
3.44319,-0.372278
3.44947,-0.371916
3.45575,-0.371507
3.46204,-0.371055
3.46832,-0.370565
3.4746,-0.370042
3.48088,-0.369487
3.48717,-0.368904
3.49345,-0.368297
3.49973,-0.367667
3.50602,-0.367017
3.5123,-0.366349
3.51858,-0.365664
3.52487,-0.364965
3.53115,-0.364252
3.53743,-0.363528
3.54372,-0.362793
3.55,-0.362048
3.55628,-0.361295
3.56257,-0.360534
3.56885,-0.359766
3.57513,-0.358991
3.58142,-0.358212
3.5877,-0.357427
3.59398,-0.356637
3.60027,-0.355843
3.60655,-0.355046
3.61283,-0.354245
3.61911,-0.353442
3.6254,-0.352636
3.63168,-0.351826
3.63796,-0.351015
3.64425,-0.350203
3.65053,-0.349388
3.65681,-0.348572
3.6631,-0.347754
3.66938,-0.346935
3.67566,-0.346115
3.68195,-0.345294
3.68823,-0.344472
3.69451,-0.343649
3.7008,-0.342825
3.70708,-0.342001
3.71336,-0.341175
3.71965,-0.34035
3.72593,-0.339524
3.73221,-0.338697
3.7385,-0.337871
3.74478,-0.337043
3.75106,-0.336215
3.75734,-0.335387
3.76363,-0.334559
3.76991,-0.333731
3.77619,-0.332902
3.78248,-0.332073
3.78876,-0.331244
3.79504,-0.330414
3.80133,-0.329585
3.80761,-0.328755
3.81389,-0.327925
3.82018,-0.327095
3.82646,-0.326266
3.83274,-0.325435
3.83903,-0.324605
3.84531,-0.323775
3.85159,-0.322944
3.85788,-0.322114
3.86416,-0.321283
3.87044,-0.320453
3.87673,-0.319622
3.88301,-0.318791
3.88929,-0.317961
3.89558,-0.317129
3.90186,-0.316299
3.90814,-0.315468
3.91442,-0.314637
3.92071,-0.313805
3.92699,-0.312974
3.93327,-0.312144
3.93956,-0.311312
3.94584,-0.310481
3.95212,-0.30965
3.95841,-0.308818
3.96469,-0.307987
3.97097,-0.307156
3.97726,-0.306324
3.98354,-0.305493
3.98982,-0.304661
3.99611,-0.30383
4.00239,-0.302998
4.00867,-0.302167
4.01496,-0.301335
4.02124,-0.300504
4.02752,-0.299672
4.0338,-0.29884
4.04009,-0.298009
4.04637,-0.297177
4.05265,-0.296345
4.05894,-0.295514
4.06522,-0.294682
4.0715,-0.29385
4.07779,-0.293018
4.08407,-0.292186
4.09035,-0.291354
4.09664,-0.290523
4.10292,-0.28969
4.1092,-0.288858
4.11549,-0.288026
4.12177,-0.287195
4.12805,-0.286362
4.13434,-0.28553
4.14062,-0.284699
4.1469,-0.283866
4.15319,-0.283034
4.15947,-0.282202
4.16575,-0.28137
4.17204,-0.280537
4.17832,-0.279706
4.1846,-0.278873
4.19088,-0.278041
4.19717,-0.277208
4.20345,-0.276376
4.20973,-0.275544
4.21602,-0.274712
4.2223,-0.273879
4.22858,-0.273046
4.23487,-0.272214
4.24115,-0.271382
4.24743,-0.270549
4.25372,-0.269717
4.26,-0.268884
4.26628,-0.268051
4.27257,-0.267219
4.27885,-0.266386
4.28513,-0.265554
4.29142,-0.264721
4.2977,-0.263889
4.30398,-0.263055
4.31027,-0.262223
4.31655,-0.26139
4.32283,-0.260558
4.32911,-0.259725
4.3354,-0.258892
4.34168,-0.258059
4.34796,-0.257226
4.35425,-0.256393
4.36053,-0.25556
4.36681,-0.254728
4.3731,-0.253895
4.37938,-0.253062
4.38566,-0.252229
4.39195,-0.251396
4.39823,-0.250563
4.40451,-0.249729
4.4108,-0.248897
4.41708,-0.248064
4.42336,-0.24723
4.42965,-0.246397
4.43593,-0.245564
4.44221,-0.244731
4.4485,-0.243898
4.45478,-0.243065
4.46106,-0.242231
4.46734,-0.241398
4.47363,-0.240565
4.47991,-0.239731
4.48619,-0.238898
4.49248,-0.238065
4.49876,-0.237232
4.50504,-0.236398
4.51133,-0.235565
4.51761,-0.234732
4.52389,-0.233898
4.53018,-0.233065
4.53646,-0.232231
4.54274,-0.231398
4.54903,-0.230564
4.55531,-0.22973
4.56159,-0.228897
4.56788,-0.228064
4.57416,-0.22723
4.58044,-0.226396
4.58673,-0.225563
4.59301,-0.224729
4.59929,-0.223896
4.60558,-0.223061
4.61186,-0.222228
4.61814,-0.221394
4.62442,-0.220561
4.63071,-0.219727
4.63699,-0.218893
4.64327,-0.218059
4.64956,-0.217226
4.65584,-0.216392
4.66212,-0.215558
4.66841,-0.214724
4.67469,-0.21389
4.68097,-0.213056
4.68726,-0.212222
4.69354,-0.211389
4.69982,-0.210554
4.70611,-0.209721
4.71239,-0.208886
4.71867,-0.208053
4.72496,-0.207218
4.73124,-0.206385
4.73752,-0.20555
4.7438,-0.204716
4.75009,-0.203882
4.75637,-0.203048
4.76265,-0.202214
4.76894,-0.20138
4.77522,-0.200546
4.7815,-0.199712
4.78779,-0.198877
4.79407,-0.198043
4.80035,-0.197209
4.80664,-0.196375
4.81292,-0.195541
4.8192,-0.194706
4.82549,-0.193872
4.83177,-0.193038
4.83805,-0.192203
4.84434,-0.191369
4.85062,-0.190535
4.8569,-0.1897
4.86319,-0.188866
4.86947,-0.188032
4.87575,-0.187197
4.88204,-0.186363
4.88832,-0.185528
4.8946,-0.184694
4.90088,-0.183859
4.90717,-0.183025
4.91345,-0.18219
4.91973,-0.181356
4.92602,-0.180521
4.9323,-0.179687
4.93858,-0.178852
4.94487,-0.178018
4.95115,-0.177183
4.95743,-0.176348
4.96372,-0.175514
4.97,-0.174679
4.97628,-0.173844
4.98257,-0.17301
4.98885,-0.172175
4.99513,-0.17134
5.00142,-0.170506
5.0077,-0.169671
5.01398,-0.168836
5.02027,-0.168001
5.02655,-0.167167
5.03283,-0.166332
5.03911,-0.165497
5.0454,-0.164662
5.05168,-0.163827
5.05796,-0.162993
5.06425,-0.162158
5.07053,-0.161323
5.07681,-0.160488
5.0831,-0.159653
5.08938,-0.158818
5.09566,-0.157983
5.10195,-0.157148
5.10823,-0.156313
5.11451,-0.155478
5.1208,-0.154643
5.12708,-0.153808
5.13336,-0.152973
5.13965,-0.152138
5.14593,-0.151303
5.15221,-0.150468
5.1585,-0.149633
5.16478,-0.148798
5.17106,-0.147963
5.17734,-0.147128
5.18363,-0.146293
5.18991,-0.145458
5.19619,-0.144622
5.20248,-0.143787
5.20876,-0.142952
5.21504,-0.142117
5.22133,-0.141282
5.22761,-0.140447
5.23389,-0.139611
5.24018,-0.138776
5.24646,-0.137941
5.25274,-0.137106
5.25903,-0.13627
5.26531,-0.135435
5.27159,-0.1346
5.27788,-0.133764
5.28416,-0.132929
5.29044,-0.132094
5.29673,-0.131259
5.30301,-0.130423
5.30929,-0.129588
5.31558,-0.128753
5.32186,-0.127917
5.32814,-0.127082
5.33442,-0.126246
5.34071,-0.125411
5.34699,-0.124575
5.35327,-0.12374
5.35956,-0.122905
5.36584,-0.122069
5.37212,-0.121234
5.37841,-0.120398
5.38469,-0.119563
5.39097,-0.118727
5.39726,-0.117892
5.40354,-0.117056
5.40982,-0.11622
5.41611,-0.115385
5.42239,-0.114549
5.42867,-0.113714
5.43496,-0.112878
5.44124,-0.112042
5.44752,-0.111207
5.4538,-0.110371
5.46009,-0.109536
5.46637,-0.1087
5.47265,-0.107864
5.47894,-0.107029
5.48522,-0.106193
5.4915,-0.105358
5.49779,-0.104522
5.50407,-0.103686
5.51035,-0.10285
5.51664,-0.102014
5.52292,-0.101179
5.5292,-0.100343
5.53549,-0.0995072
5.54177,-0.0986716
5.54805,-0.0978358
5.55434,-0.0970003
5.56062,-0.0961643
5.5669,-0.0953285
5.57319,-0.0944926
5.57947,-0.093657
5.58575,-0.0928213
5.59203,-0.0919852
5.59832,-0.0911494
5.6046,-0.0903135
5.61088,-0.0894778
5.61717,-0.088642
5.62345,-0.0878059
5.62973,-0.08697
5.63602,-0.0861342
5.6423,-0.0852984
5.64858,-0.0844625
5.65487,-0.0836264
5.66115,-0.0827905
5.66743,-0.0819546
5.67372,-0.0811187
5.68,-0.0802828
5.68628,-0.0794466
5.69257,-0.0786108
5.69885,-0.0777748
5.70513,-0.0769388
5.71142,-0.0761029
5.7177,-0.0752668
5.72398,-0.0744307
5.73027,-0.0735948
5.73655,-0.0727588
5.74283,-0.0719229
5.74911,-0.0710865
5.7554,-0.0702506
5.76168,-0.0694146
5.76796,-0.0685785
5.77425,-0.0677425
5.78053,-0.0669062
5.78681,-0.0660702
5.7931,-0.0652341
5.79938,-0.0643981
5.80566,-0.0635621
5.81195,-0.0627256
5.81823,-0.0618896
5.82451,-0.0610536
5.8308,-0.0602175
5.83708,-0.0593811
5.84336,-0.058545
5.84965,-0.0577089
5.85593,-0.0568729
5.86221,-0.0560367
5.86849,-0.0552003
5.87478,-0.0543641
5.88106,-0.053528
5.88734,-0.0526918
5.89363,-0.0518557
5.89991,-0.0510192
5.90619,-0.0501831
5.91248,-0.0493469
5.91876,-0.0485107
5.92504,-0.0476746
5.93133,-0.046838
5.93761,-0.0460018
5.94389,-0.0451657
5.95018,-0.0443294
5.95646,-0.0434933
